Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Apple City Ribs Rub Recipe,"['sugars, brown', 'onions, raw', 'spices, cinnamon, ground', 'mustard, prepared, yellow', 'salt, table', 'spices, thyme, dried']",['This will cover 1 rack of ribs'],"[{'fat': 0.0, 'nrg': 132.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 34.92}, {'fat': 0.013333333333333332, 'nrg': 5.333333333333333, 'pro': 0.14666666666666667, 'sat': 0.005583333333333333, 'sod': 0.5, 'sug': 0.565}, {'fat': 0.029999999999999995, 'nrg': 6.0, 'pro': 0.1, 'sat': 0.009, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.035, 'nrg': 1.5, 'pro': 0.045, 'sat': 0.0135, 'sod': 0.5, 'sug': 0.01}]","['1/4', '4', '1', '1', '1', '1/2']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[36.0, 13.333333333333332, 2.6, 5.0, 6.0, 0.5]",,147.83333333333334
Cashew Nut Butter With Sunflower Seeds,"['nuts, cashew nuts, raw', 'oil, olive, salad or cooking', 'seeds, sunflower seed kernels, dried']","['In a food processor grind cashews until finely minced.', 'Drizzle oil through top spout of processor until desired creamy consistency is obtained; may need to add more oil.', 'In a separate bowl, add sunflower seeds to cashew butter and mix well by hand.', 'Store in refrigerator in a lidded glass jar for up to 2 weeks.', 'Tip: if adding agave nectar or honey to nut butters, it will change the consistency and become dry and difficult to spread once refrigerated - add agave or honey as you use your nut butters to maintain a nice, spreadable consistency.']","[{'fat': 131.55, 'nrg': 1659.0, 'pro': 54.660000000000004, 'sat': 23.349000000000004, 'sod': 36.0, 'sug': 17.73}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 284.04, 'nrg': 3228.0, 'pro': 114.72, 'sat': 24.588, 'sod': 48.0, 'sug': 14.52}]","['2', '3', '12']","['cup', 'tablespoon', 'cup']","[300.0, 40.5, 552.0]",,5244.0
Mom's Pie Pastry Recipe,"['wheat flour, white, all-purpose, unenriched', 'salt, table', 'butter, without salt', 'water, bottled, generic']","['Sift together flour and salt.', 'Cut in butter or possibly shortening with 2 knives or possibly pastry blender.', 'Add in sufficient water to hold ingredients together, sprinkling proportionately and mixing with a fork to create ball.', 'Roll out dough in circular piece 1/2 inch thick on a lightly floured board.', 'Fit to 8-inch or possibly 9-inch pie pan or possibly plate; fold under.', 'Healthy pinch pastry edge to make even fluted standing rim.', 'Trim excess.', 'Fill.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.5, 'sug': 0.0}]","['1 1/2', '1/2', '1/2', '3']","['cup', 'teaspoon', 'cup', 'tablespoon']","[187.5, 3.0, 113.6, 44.400000000000006]",,1498.5
Apple Pie Bread Recipe,"[""leavening agents, yeast, baker's, active dry"", 'spices, cinnamon, ground', 'sugars, granulated', 'wheat flours, bread, unenriched', 'salt, table', 'milk, buttermilk, fluid, cultured, lowfat', 'apples, raw, with skin', 'butter, without salt', 'apple juice, canned or bottled, unsweetened, without added ascorbic acid']","['Add in ingredients according to your machine directions.', 'NOTES : A moist, tangy, and a great breakfast bread.']","[{'fat': 0.3, 'nrg': 13.0, 'pro': 1.62, 'sat': 0.04, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.029999999999999995, 'nrg': 6.0, 'pro': 0.1, 'sat': 0.009, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 0.0, 'nrg': 168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 43.995000000000005}, {'fat': 5.1075, 'nrg': 1113.75, 'pro': 36.9225, 'sat': 0.7515000000000001, 'sod': 6.75, 'sug': 0.945}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.18, 'nrg': 8.166666666666666, 'pro': 0.6758333333333333, 'sat': 0.11191666666666666, 'sod': 38.83333333333333, 'sug': 0.9783333333333333}, {'fat': 0.105, 'nrg': 32.5, 'pro': 0.165, 'sat': 0.0175, 'sod': 0.5, 'sug': 6.495}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 0.11056304999999998, 'nrg': 39.12231, 'pro': 0.08504849999999999, 'sat': 0.018710669999999995, 'sod': 3.4019399999999997, 'sug': 8.181665699999998}]","['1', '1', '3 1/2', '2 1/4', '1', '4', '1/2', '1', '3']","['teaspoon', 'teaspoon', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'cup', 'tablespoon', 'ounce']","[4.0, 2.6, 44.10000000000001, 308.25, 6.0, 20.416666666666664, 62.5, 14.2, 85.04849999999999]",,1482.5389766666667
Rye Almond Sandwich Loaf and Burger Buns,"['water, bottled, generic', 'sugars, granulated', ""leavening agents, yeast, baker's, active dry"", 'wheat flour, white, all-purpose, unenriched', 'wheat flours, bread, unenriched', 'nuts, almonds', 'vital wheat gluten', 'syrup, maple, canadian', 'salt, table', 'oil, olive, salad or cooking', 'cocoa, dry powder, unsweetened']","['In a large bowl, add 1/2 cup warm water, 1 teaspoon raw sugar and yeast.', 'Mix and let sit until frothy(10 minutes).', 'In a bowl, mix the flours(rye, almond, bread, gluten) and salt.', 'Add the flours to the yeast mixture.', 'Add agave, oil, cocoa powder, rest of the water and knead 6-8 minutes in stand mixer or 8-10 minutes by hand.', 'I used 1 Tablespoon cocoa.', 'Use 1 more for a darker bread.', 'If the dough is sticky, then add a little bread flour until the the dough is soft and almost not sticky.', 'Place dough in well greased container.', 'Cover with towel and let sit for 1 1/2 hours or until doubled.', 'Punch dough down, use a tablespoon or so bread flour to help handle the dough and knead for a few seconds.', 'Pull a bit on all sides and tuck under to get a taut top.', 'Place the tucked side down on parchment lined or well greased bread pan.', 'Or flatten the dough and roll like a jelly roll.', 'Place with seam side down in the bread pan.', 'Spray water liberally on top, then sprinkle some flour or oats on top.', 'Or spray oil.', 'Cover with towel and let rise for 40 minutes or until doubled.', 'Bake at 365 degrees F for 35-40 minutes, or until a tap on the top sounds hollow.', 'Cool completely before slicing.', 'To make buns, divide dough into 6 or so equal size pieces.', 'Roll into balls or shape by pulling on all sides and place on parchment lined sheet.', 'Spray liberally with water.', 'Sprinkle liberally with sesame seeds or other seeds of choice.', 'Cover with a towel and let rise for 30 minutes.', 'Bake in preheated 365 degrees F for 25-30 minutes until the tops are golden brown and sound hollow on a tap.', 'Note: To get nice slices, cool the bread in the refrigerator for at least an hour before slicing.', 'Also if possible use an electric knife.', 'Variations:.', 'Add a teaspoon of caraway seeds.', 'Add 1-2 Tablespoons non dairy yogurt.', 'Replace 1/2 cup water with 1/2 cup almond milk(half the amount of liquid).']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.6, 'nrg': 26.0, 'pro': 3.24, 'sat': 0.08, 'sod': 4.0, 'sug': 0.0}, {'fat': 1.5375, 'nrg': 568.75, 'pro': 16.1375, 'sat': 0.2425, 'sod': 2.5, 'sug': 0.42500000000000004}, {'fat': 2.27, 'nrg': 495.0, 'pro': 16.41, 'sat': 0.334, 'sod': 3.0, 'sug': 0.42}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 0.046250000000000006, 'nrg': 9.25, 'pro': 1.8789999999999998, 'sat': 0.0068000000000000005, 'sod': 0.725, 'sug': 0.0}, {'fat': 0.0, 'nrg': 53.57142857142857, 'pro': 0.0, 'sat': 0.0, 'sod': 1.7361111111111112, 'sug': 11.889880952380953}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.73625, 'nrg': 12.25, 'pro': 1.05375, 'sat': 0.43375, 'sod': 1.125, 'sug': 0.09375}]","['1', '1', '2', '1 1/4', '1', '12', '1', '1', '12', '1', '1']","['cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'tablespoon', 'teaspoon', 'tablespoon', 'tablespoon']","[236.8, 4.2, 8.0, 156.25, 137.0, 1716.0, 2.5, 19.841269841269842, 72.0, 13.5, 5.375]",288.0,11235.82142857143
Hot Buttered Rum Mix,"['butter, without salt', 'sugars, brown', 'spices, cinnamon, ground', 'spices, nutmeg, ground', 'spices, ginger, ground', 'spices, cloves, ground', 'vanilla extract']","['Cream all ingredients together until well blended.', 'Store in a glass jar with tight fitting lid.', 'Keep in your refrigerator.', 'Can also be frozen for longer storage.', 'Makes a wonderful gift when packaged in a decorative canning jar.', 'To make a mug of Hot Buttered Rum: Add one tbsp of mix to 3/4 cup hot water and 1 oz rum.', '(Adjust to your personal taste.', ').']","[{'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 0.0, 'nrg': 20683.795199999997, 'pro': 6.531724799999998, 'sat': 0.0, 'sod': 1524.0691199999999, 'sug': 5280.899500799999}, {'fat': 0.05999999999999999, 'nrg': 12.0, 'pro': 0.2, 'sat': 0.018, 'sod': 0.0, 'sug': 0.11999999999999998}, {'fat': 1.0, 'nrg': 15.0, 'pro': 0.1625, 'sat': 0.71375, 'sod': 0.0, 'sug': 0.08750000000000001}, {'fat': 1.1199999999999999, 'nrg': 84.0, 'pro': 2.2399999999999998, 'sat': 0.6579999999999999, 'sod': 0.0, 'sug': 0.84}, {'fat': 4.86, 'nrg': 108.0, 'pro': 2.3400000000000003, 'sat': 1.494, 'sod': 108.0, 'sug': 0.9000000000000001}, {'fat': 0.0, 'nrg': 168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 7.42}]","['12', '12', '2', '1 1/4', '14', '18', '14']","['cup', 'pound', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[2726.3999999999996, 5443.103999999999, 5.2, 2.75, 25.2, 37.800000000000004, 58.8]",,40654.79519999999
Apricot Granola Bars,"['oats', 'wheat germ, crude', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', 'seeds, sunflower seed kernels, dried', 'apricots, dried, sulfured, uncooked', 'egg substitute, powder', 'sugars, brown', 'margarine, regular, 80% fat, composite, stick, without salt', 'honey']","['Combine oats, wheat germ, cereal, seeds and apricots in large bowl.', 'Melt margarine in small bowl.', 'Stir in remaining ingredients.', 'Stir into dry mixture.', 'Mix well.', 'Press firmly into a non-stick 9"" square pan.', 'Bake at 350F for 25-30 minutes, or until golden brown.', 'Cool completely.', 'Cut into bars.']","[{'fat': 14.346666666666666, 'nrg': 809.3333333333333, 'pro': 35.13333333333333, 'sat': 2.532, 'sod': 4.0, 'sug': 0.0}, {'fat': 134.16, 'nrg': 4968.0, 'pro': 319.44, 'sat': 22.98, 'sod': 168.0, 'sug': 0.0}, {'fat': 42.72, 'nrg': 1992.0, 'pro': 71.28, 'sat': 8.7, 'sod': 108.0, 'sug': 7.5600000000000005}, {'fat': 284.04, 'nrg': 3228.0, 'pro': 114.72, 'sat': 24.588, 'sod': 48.0, 'sug': 14.52}, {'fat': 7.92, 'nrg': 3756.0, 'pro': 52.92, 'sat': 0.264, 'sod': 156.0, 'sug': 833.64}, {'fat': 154.70000000000002, 'nrg': 5283.6, 'pro': 660.45, 'sat': 44.8154, 'sod': 9520.0, 'sug': 259.42}, {'fat': 0.0, 'nrg': 6336.0, 'pro': 0.0, 'sat': 0.0, 'sod': 576.0, 'sug': 1676.16}, {'fat': 2567.04, 'nrg': 22848.0, 'pro': 4.48, 'sat': 483.168, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}]","['1 1/3', '12', '12', '12', '12', '14', '12', '14', '3']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'tablespoon']","[208.0, 1380.0, 2808.0, 552.0, 1560.0, 1190.0, 1728.0, 3180.7999999999997, 63.5625]",30.0,49414.245833333334
Mexican Wedding Cookies (Polvorones),"['butter, without salt', 'sugars, powdered', 'vanilla extract', 'wheat flour, white, all-purpose, unenriched', 'leavening agents, baking soda', 'salt, table', 'nuts, walnuts, english']","['HEAT oven to 350F.', 'COMBINE shortening, 1 cup powdered sugar and vanilla in bowl of electric mixer; beat on medium speed until well blended.', 'COMBINE flour, baking soda and salt in medium bowl.', 'Add to creamed mixture; mix well.', 'Stir in walnuts; mix well.', 'Roll dough into walnut-size balls; place on ungreased baking sheets about 1 1 2 inches apart.', 'BAKE 15 minutes or until edges begin to brown slightly.', 'Cool on baking sheets until cool enough to handle, but still warm.', 'While still warm, roll in remaining 1 cup powdered sugar; place on cooling racks to cool completely.']","[{'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 934.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 234.74}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}, {'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15108.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 152.6, 'nrg': 1530.0, 'pro': 35.64, 'sat': 14.334, 'sod': 4.0, 'sug': 6.1}]","['1', '2', '2', '2', '12', '18', '2']","['cup', 'cup', 'teaspoon', 'cup', 'teaspoon', 'teaspoon', 'cup']","[227.2, 240.0, 8.4, 250.0, 55.199999999999996, 108.0, 234.0]",15.0,5030.0
Horchata White Chocolate Bark with Almonds and Cinnamon,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'nuts, almonds', 'vanilla extract', 'spices, cinnamon, ground', 'nuts, almonds', 'salt, table']","['Line a baking sheet with parchment paper and clear a space for it in your fridge or freezer.', 'Melt white chocolate either in a double boiler or in the microwave (use 20-second intervals and stir after each one, about 2 minutes total).', 'Pour 3/4 of the melted chocolate onto the parchment paper and spread with a spatula to form an even rectangle.', 'Quickly, before it has a chance to harden, stir almond butter, vanilla, and cinnamon into the bowl with the remaining white chocolate.', 'You can nuke it for another 20 seconds to make it pliable, but the texture will be doughy.', 'Using your fingers, scatter small chunks of the almond butter mixture on top of the white chocolate rectangle.', 'You can take a spatula to mix and flatten the almond mixture slightly, but dont stress if its a bit chunky.', 'Sprinkle the chopped almonds over the top, along with a pinch of sea salt (see note).', 'Transfer bark to the fridge or freezer until chocolate has hardened, about 2 hours in the fridge or 20 minutes in the freezer.', 'Break into rustic chunks and store in an airtight container in the fridge until ready to eat.', 'Note: If your almonds or almond butter are salted, you can skip the pinch of salt.']","[{'fat': 90.72973979999999, 'nrg': 1588.7059799999997, 'pro': 22.690939799999995, 'sat': 56.7103398, 'sod': 0.0, 'sug': 181.42546019999997}, {'fat': 8.925, 'nrg': 103.5, 'pro': 3.78, 'sat': 0.679625, 'sod': 0.125, 'sug': 0.7775}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 0.014999999999999998, 'nrg': 3.0, 'pro': 0.05, 'sat': 0.0045, 'sod': 0.0, 'sug': 0.029999999999999995}, {'fat': 17.85, 'nrg': 207.0, 'pro': 7.56, 'sat': 1.35925, 'sod': 0.25, 'sug': 1.555}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","['12', '2', '1', '1/2', '1/4', '1']","['ounce', 'tablespoon', 'teaspoon', 'teaspoon', 'cup', 'pinch']","[340.19399999999996, 17.875, 4.2, 1.3, 35.75, 0.37439999999999996]",142.0,1914.2059799999997
Rum and Raisin Ice Cream,"['raisins, seeded', 'alcoholic beverage, distilled, rum, 80 proof', 'vanilla extract', 'cream, whipped, cream topping, pressurized', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated']","['Combine raisins, rum and vanilla extract in small bowl; cover and stand overnight.', 'Place all ingredients in a large bowl and mix thoroughly; pour into an ice cream maker and follow manufacturers instructions.']","[{'fat': 30.26, 'nrg': 16592.0, 'pro': 141.44, 'sat': 9.995999999999999, 'sod': 1564.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 7168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 26.66, 'nrg': 308.0, 'pro': 3.84, 'sat': 16.598, 'sod': 10.0, 'sug': 9.6}, {'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}, {'fat': 0.0, 'nrg': 26112.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6838.080000000001}]","['34', '14', '1', '2', '2', '34']","['cup', 'cup', 'teaspoon', 'cup', 'cup', 'cup']","[5610.0, 3113.6, 4.2, 120.0, 488.0, 6854.400000000001]",,50396.0
Cassie's Caramel Popcorn,"['butter, without salt', 'sugars, brown', 'snacks, popcorn, air-popped (unsalted)']","['Pop the popcorn as directed on the pacage.', 'Pour popcorn into a lareg bowl.', 'Melt the butter completely in a pan or microwave, then add the brown sugar.', 'Stir until the sugar disolves.', 'Pour your carmel mix over the popcorn.', ""Serve and share (or don't!)."", ';).']","[{'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 0.0, 'nrg': 6336.0, 'pro': 0.0, 'sat': 0.0, 'sod': 576.0, 'sug': 1676.16}, {'fat': 4.762716, 'nrg': 433.18035999999995, 'pro': 13.607759999999999, 'sat': 0.6463685999999998, 'sod': 4.53592, 'sug': 0.0}]","['12', '12', '4']","['cup', 'cup', 'ounce']","[2726.3999999999996, 1728.0, 113.398]",,26353.18036
Crispy Pizza Dough,"['water, bottled, generic', 'oil, olive, salad or cooking', 'sugars, granulated', 'salt, table', 'wheat flours, bread, unenriched', ""leavening agents, yeast, baker's, active dry"", 'cornmeal, degermed, unenriched, yellow']","['Place ingredients (except corn meal) in order listed in bread machine, and run the dough setting.', 'When the dough cycle finishes, place in a bowl with a little olive oil in it and turn dough to coat with oil.', 'Cover and let rise in a warm spot 45 minutes.', 'Knead dough a few times and then cut into 4-8 separate pieces; depending on how big you want your crusts.', 'Lightly oil and pre-heat iron skillet on medium-high heat.', 'you want the skillet hot.', 'Get out a metal stew pot or any pan or object with a circular base at least 10 inches diameter.', 'Sprinkle about a tbs of corn meal into skillet.', 'Place one of the pieces of dough in the skillet and press down with the pan bottom to flatten the dough.', 'No need to roll first.', 'The crust will not be perfectly round, but so what?', 'It looks home made right?', 'Push the dough to about 1/4 inch thickness and hold for about 30 seconds.', 'Take pan out of skillet.', 'Dough will stick to the bottom and come out of the skillet as well.', 'Sprinkle more cornmeal into skillet.', 'Peel the dough off the pan and put back in the skillet with the un-seared side down.', 'Flatten any parts that squeezed out from the side of the pan on your first press.', 'Leave in skillet 30 seconds.', 'Remove from skillet.', ""You've got thin pizza crust!"", 'To make pizza--.', 'Put sauce, cheese and toppings on crust.', 'Pre-heat iron skillet in 410 degree oven.', 'Place pizza in skillet.', 'Bake for 12 minutes.', 'Remove from oven and let stand in skillet for 5 minutes.', 'Remove to a plate with a spatula.', 'Eat pizza.', 'Give a five star review on recipezaar.com.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 5.6699, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 6.8100000000000005, 'nrg': 1485.0, 'pro': 49.230000000000004, 'sat': 1.002, 'sod': 9.0, 'sug': 1.26}, {'fat': 0.6, 'nrg': 26.0, 'pro': 3.24, 'sat': 0.08, 'sod': 4.0, 'sug': 0.0}, {'fat': 33.0, 'nrg': 6972.0, 'pro': 133.92000000000002, 'sat': 4.14, 'sod': 132.0, 'sug': 30.36}]","['10', '2', '2', '1', '3', '2', '12']","['ounce', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'teaspoon', 'cup']","[283.495, 27.0, 25.200000000000003, 6.0, 411.0, 8.0, 1884.0]",62.0,8817.0
Brown Sugar Frosting,"['sugars, brown', 'syrups, corn, light', 'water, bottled, generic', 'sugars, granulated']","[""Cook all ingredients except confectioner's sugar in iron skillet until smooth."", 'Remove and add sugar.', 'Spoon/drizzle over cookies.', 'Frosting will harden when cool!']","[{'fat': 0.0, 'nrg': 264.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 69.84}, {'fat': 0.0425, 'nrg': 60.3125, 'pro': 0.0, 'sat': 0.0, 'sod': 13.1875, 'sug': 16.361875}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}]","['1/2', '1', '2', '1']","['cup', 'tablespoon', 'tablespoon', 'cup']","[72.0, 21.3125, 29.6, 201.60000000000002]",,1092.3125
Fresh Grapes & Nut Snack,"['grapes, red or green (european type, such as thompson seedless), raw', 'nuts, almonds', 'spices, cinnamon, ground']","['MIX grapes, almonds and cinnamon in small bowl.']","[{'fat': 0.12, 'nrg': 52.0, 'pro': 0.545, 'sat': 0.041, 'sod': 1.5, 'sug': 11.685}, {'fat': 4.4625, 'nrg': 51.75, 'pro': 1.89, 'sat': 0.3398125, 'sod': 0.0625, 'sug': 0.38875}, {'fat': 0.0037499999999999994, 'nrg': 0.75, 'pro': 0.0125, 'sat': 0.001125, 'sod': 0.0, 'sug': 0.007499999999999999}]","['1/2', '1', '1/8']","['cup', 'tablespoon', 'teaspoon']","[75.5, 8.9375, 0.325]",,104.5
Chocolate Berry Smoothie,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'yogurt, greek, plain, nonfat', 'raspberries, raw', 'strawberries, raw', 'seeds, flaxseed']","['Add ingredients to blender.', 'Blend until smooth.', 'Enjoy!']","[{'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 0.29859375000000005, 'nrg': 45.171875, 'pro': 7.801718749999999, 'sat': 0.08957812500000001, 'sod': 27.5625, 'sug': 2.4806250000000003}, {'fat': 9.600000000000001, 'nrg': 768.0, 'pro': 17.759999999999998, 'sat': 0.276, 'sod': 12.0, 'sug': 65.28}, {'fat': 5.5200000000000005, 'nrg': 588.0, 'pro': 12.24, 'sat': 0.276, 'sod': 24.0, 'sug': 89.16}, {'fat': 1.4466666666666665, 'nrg': 18.333333333333332, 'pro': 0.6266666666666666, 'sat': 0.12566666666666665, 'sod': 1.0, 'sug': 0.05333333333333333}]","['1', '2-3', '12', '12', '1']","['cup', 'tablespoon', 'cup', 'cup', 'teaspoon']","[244.0, 76.5625, 1476.0, 1824.0, 3.4333333333333336]",,1521.5052083333333
Ultimate Hot Chocolate,"['cream, fluid, heavy whipping', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'milk, canned, condensed, sweetened', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'cocoa, dry powder, unsweetened']","['Combine all ingredients in a medium saucepan and place over low heat.', 'Stir regularly to prevent burning the chocolate.', 'A whisk will provide the best results.', 'Hot chocolate is ready when the chocolate chips have melted completely and the mixture has reached your desired temperature.']","[{'fat': 43.3, 'nrg': 408.0, 'pro': 3.41, 'sat': 27.638, 'sod': 32.0, 'sug': 3.5}, {'fat': 7.11, 'nrg': 306.0, 'pro': 24.660000000000004, 'sat': 4.635, 'sod': 321.0, 'sug': 38.07}, {'fat': 318.71999999999997, 'nrg': 11808.0, 'pro': 289.92, 'sat': 201.216, 'sod': 4704.0, 'sug': 1994.88}, {'fat': 45.364869899999995, 'nrg': 794.3529899999999, 'pro': 11.345469899999998, 'sat': 28.3551699, 'sod': 0.0, 'sug': 90.71273009999999}, {'fat': 0.73625, 'nrg': 12.25, 'pro': 1.05375, 'sat': 0.43375, 'sod': 1.125, 'sug': 0.09375}]","['1', '3', '12', '6', '1']","['cup', 'cup', 'cup', 'ounce', 'tablespoon']","[120.0, 732.0, 3667.2000000000003, 170.09699999999998, 5.375]",,13328.60299
Green Bean Almondine,"['nuts, almonds', 'beans, snap, green, raw', 'oil, olive, salad or cooking', 'soy sauce made from soy (tamari)', 'vinegar, balsamic']","['Preheat oven to 350F.', 'Spread almonds on baking sheet, and toast 10 minutes, or until browned and fragrant.', 'Cool, then coarsely chop.', 'Set aside.', 'Steam green beans 6 to 8 minutes, or until crisp-tender.', 'Rinse under cold water, and drain.', 'Pat dry with paper towels, and transfer to medium bowl.', 'Add walnut oil, tamari and vinegar to green beans, and toss to coat.', 'Season to taste with salt and pepper.', 'Just before serving, sprinkle with chopped almonds.']","[{'fat': 35.7, 'nrg': 414.0, 'pro': 15.12, 'sat': 2.7185, 'sod': 0.5, 'sug': 3.11}, {'fat': 0.9979024000000001, 'nrg': 140.61352, 'pro': 8.3007336, 'sat': 0.226796, 'sod': 27.215519999999998, 'sug': 14.787099199999998}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.03, 'nrg': 16.5, 'pro': 2.835, 'sat': 0.003, 'sod': 1507.5, 'sug': 0.46499999999999997}, {'fat': 0.0, 'nrg': 9.333333333333332, 'pro': 0.05333333333333333, 'sat': 0.0, 'sod': 2.6666666666666665, 'sug': 1.5933333333333333}]","['1/2', '1', '2', '1 1/2', '2']","['cup', 'pound', 'tablespoon', 'tablespoon', 'teaspoon']","[71.5, 453.592, 27.0, 27.0, 10.666666666666666]",18.0,818.4468533333334
