Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Easy Low-fat Scalloped Potatoes,"['potatoes, raw, skin', 'onions, raw', 'milk, buttermilk, fluid, cultured, lowfat', 'salt, table', 'spices, pepper, black']","['Heat oven to 350F (180C).', 'Layer half the potatoes and half the onions in a 13 x 9-inch baking dish.', 'Repeat layers.', 'Pour in milk; sprinkle with salt and pepper.', 'Bake, uncovered, one hour or until potatoes are tender.']","[{'fat': 0.6803879999999999, 'nrg': 394.6250399999999, 'pro': 17.485971599999996, 'sat': 0.17690087999999995, 'sod': 68.0388, 'sug': 0.0}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}, {'fat': 3.7800000000000002, 'nrg': 171.5, 'pro': 14.192499999999999, 'sat': 2.35025, 'sod': 815.5, 'sug': 20.545}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 48.63816902115973, 'fat': 0.3359679282879645, 'protein': 2.464157350092932, 'salt': 0.3589716093346209, 'saturates': 0.1867838759551465, 'sugars': 2.3798427113043576}","['1 1/2', '2', '1 3/4', '1/2', '1/2']","['pound', 'cup', 'cup', 'teaspoon', 'teaspoon']","[680.3879999999999, 320.0, 428.75, 3.0, 1.15]"
Rum Balls,"['candies, semisweet chocolate', 'sugars, powdered', 'syrups, corn, light', 'alcoholic beverage, distilled, rum, 80 proof', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'nuts, walnuts, english', 'sugars, granulated', 'cocoa, dry powder, unsweetened']","['Combine melted chcolate, powdered sugar, corn syrup and rum or bourbon.', 'Stir in wafer crumbs and walnuts, blending well.', 'Shape into 1 inch balls.', 'In a small bowl, combine cocoa and sugar.', 'Roll balls in cocoa mixture.', 'Store in an airtight container at least 1 day before serving.']","[{'fat': 54.6, 'nrg': 874.0, 'pro': 7.64, 'sat': 32.305, 'sod': 20.0, 'sug': 99.19}, {'fat': 0.0, 'nrg': 6071.0, 'pro': 0.0, 'sat': 0.0, 'sod': 26.0, 'sug': 1525.81}, {'fat': 0.1275, 'nrg': 180.9375, 'pro': 0.0, 'sat': 0.0, 'sod': 39.5625, 'sug': 49.08562500000001}, {'fat': 0.0, 'nrg': 6656.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 116.68124999999999, 'nrg': 2043.125, 'pro': 29.18125, 'sat': 72.93125, 'sod': 0.0, 'sug': 233.31875}, {'fat': 76.3, 'nrg': 765.0, 'pro': 17.82, 'sat': 7.167, 'sod': 2.0, 'sug': 3.05}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}, {'fat': 1.4725, 'nrg': 24.5, 'pro': 2.1075, 'sat': 0.8675, 'sod': 2.25, 'sug': 0.1875}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 316.18810655283414, 'fat': 4.70136669693289, 'protein': 1.0706932537763991, 'salt': 0.004236288810537362, 'saturates': 2.1371083570156717, 'sugars': 36.760055658408305}","['1', '13', '3', '13', '2 1/2', '1', '3', '2']","['cup', 'cup', 'tablespoon', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon']","[182.0, 1560.0, 63.9375, 2891.2000000000003, 437.5, 117.0, 37.800000000000004, 10.75]"
Chocolate Butter,"['butter, salted', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Soften the butter and place it into a stainless steel bowl.', 'Add the hot chocolate mix to the butter and mix thoroughly.', 'Cool and serve.']","[{'fat': 367.9084712, 'nrg': 3252.2546399999997, 'pro': 3.855532, 'sat': 233.00113856000002, 'sod': 2916.59656, 'sug': 0.2721552}, {'fat': 52.92568154999999, 'nrg': 926.745155, 'pro': 13.236381549999997, 'sat': 33.08103155, 'sod': 0.0, 'sug': 105.83151844999999}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 640.9130434782609, 'fat': 64.54130434782608, 'protein': 2.6213043478260865, 'salt': 1.1182608695652174, 'saturates': 40.80773913043478, 'sugars': 16.27260869565217}","['1', '7']","['pound', 'ounce']","[453.592, 198.4465]"
Sugar-Free No-Bake Cookies,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'vanilla extract', 'margarine, regular, 80% fat, composite, stick, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'oats']","['In food prosessor or mixer bowl add Sugar Free Quik, vanilla, margarine and milk and blend until smooth.', 'Add coconut and oatmeal and blend until mixed together well.', 'On a cookie sheet place a piece of wax paper and take spoonful of the mixture and roll into a ball place close together.', 'Ready to eat in 1 hour.', 'Keep in the refrigerator.']","[{'fat': 0.88875, 'nrg': 38.25, 'pro': 3.0825000000000005, 'sat': 0.579375, 'sod': 40.125, 'sug': 4.75875}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 2200.32, 'nrg': 19584.0, 'pro': 3.84, 'sat': 414.144, 'sod': 0.0, 'sug': 0.0}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}, {'fat': 204.8, 'nrg': 1808.0, 'pro': 0.0, 'sat': 186.976, 'sod': 0.0, 'sug': 0.0}, {'fat': 32.28, 'nrg': 1821.0, 'pro': 79.05000000000001, 'sat': 5.697, 'sod': 9.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 381.24912422737395, 'fat': 38.40521804792229, 'protein': 2.8742857587694037, 'salt': 0.05188952809478585, 'saturates': 9.745385651341296, 'sugars': 2.4532337417677375}","['6', '1', '12', '12', '1', '3']","['tablespoon', 'teaspoon', 'cup', 'cup', 'cup', 'cup']","[91.5, 4.2, 2726.3999999999996, 2928.0, 204.8, 468.0]"
Marzen Barbecue Sauce,"['sauce, barbecue', 'alcoholic beverage, beer, regular, all', 'molasses', 'spices, pepper, red or cayenne']","['Combine all ingredients in a saucepan and slowly bring to a boil.', 'Reduce heat and simmer 5 to 10 minutes.', 'Remove, cool and store in the refrigerator for use.']","[{'fat': 7.04, 'nrg': 1856.0, 'pro': 8.96, 'sat': 0.512, 'sod': 11200.0, 'sug': 361.6}, {'fat': 0.0, 'nrg': 146.28341999999998, 'pro': 1.5648923999999997, 'sat': 0.0, 'sod': 13.607759999999999, 'sug': 0.0}, {'fat': 0.056699, 'nrg': 164.4271, 'pro': 0.0, 'sat': 0.010205819999999999, 'sod': 20.97863, 'sug': 42.3654928}, {'fat': 4.89595865, 'nrg': 90.15141, 'pro': 3.4047749499999997, 'sat': 0.9241936999999999, 'sod': 8.50485, 'sug': 2.9313382999999997}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 149.14079732759288, 'fat': 0.7925139328296688, 'protein': 0.920517851567082, 'salt': 1.8574503491674337, 'saturates': 0.09558279786617148, 'sugars': 26.889069736013887}","['4', '12', '2', '1']","['cup', 'ounce', 'ounce', 'ounce']","[1088.0, 340.19399999999996, 56.699, 28.3495]"
Free-Form Crostata Dough,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'salt, table', 'butter, without salt', 'water, bottled, generic']","['Put the flour, sugar, and salt in the bowl of a food processor fitted with the metal blade, and process for a few seconds to mix the dry ingredients.', 'Cut the butter into 1/2-inch pieces, drop them onto the flour, and pulse the machine ten or twelve times, in short bursts, 20 seconds in all.', 'The mixture should be crumbly, with only a few larger bits of butter visible.', 'Sprinkle 3 tablespoons of water on top of the dough; immediately pulse about six times, only a second or two each time.', 'You want the crumbs to gather together in wet clusters, a bit like cottage-cheese curdsdont expect a mass of dough to form.', 'If they havent gathered, sprinkle on more water, a teaspoon at a time, and pulse two or three times after each.', 'When the clusters form, scrape them all out of the bowl, press them together, and knead just for a few seconds to form a smooth, tight dough.', 'Flatten it into a disk, wrap well in plastic wrap, and refrigerate for 3 hours or up to a day before using.', 'Freeze the dough for longer keeping.', '(If the crumbs havent clustered after youve added 4 tablespoons of water, open the top and press them with your fingers; if theyre wet and stick together, just empty the bowl and press them into a disk of dough.)']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}, {'fat': 57.599999999999994, 'nrg': 510.0, 'pro': 0.6, 'sat': 35.845, 'sod': 10.0, 'sug': 0.05}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.5, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 325.9099984641376, 'fat': 18.07095684226693, 'protein': 4.149900168944862, 'salt': 0.23508293656888343, 'saturates': 11.070188911073569, 'sugars': 7.842113346644142}","['1', '2', '1/8', '5', '3 to 4']","['cup', 'tablespoon', 'teaspoon', 'tablespoon', 'tablespoon']","[125.0, 25.200000000000003, 0.75, 71.0, 103.60000000000001]"
Yogurt With Honey & Nuts,"['nuts, almonds', 'honey', 'yogurt, greek, plain, nonfat']","['measure out all the ingredients and put them into the mixing bowl.', 'stir the mixture will with a wooden spoon & leave it for 5 minutes', 'spoon the mixture into the serving bowls & serve immediately or leave in the fridge to keep cool.']","[{'fat': 999.6000000000001, 'nrg': 11592.0, 'pro': 423.35999999999996, 'sat': 76.11800000000001, 'sod': 14.0, 'sug': 87.08}, {'fat': 0.0, 'nrg': 14434.0, 'pro': 14.280000000000001, 'sat': 0.0, 'sod': 196.0, 'sug': 3897.46}, {'fat': 2.3887500000000004, 'nrg': 361.375, 'pro': 62.41374999999999, 'sat': 0.7166250000000001, 'sod': 220.5, 'sug': 19.845000000000002}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 358.49976224441275, 'fat': 13.613052781740373, 'protein': 6.79374702805516, 'salt': 0.014621968616262481, 'saturates': 1.0438777936281503, 'sugars': 54.403708987161195}","['14', '14', '2 1/2']","['cup', 'cup', 'cup']","[2002.0, 4746.0, 612.5]"
Rich Shortbreads,"['butter, without salt', 'sugars, powdered', 'corn, sweet, white, raw', 'wheat flour, white, all-purpose, unenriched', 'vanilla extract']","['Have butter at room temperature.', 'Preheat oven to 180C / 360F.', 'Cream the butter with sifted icing sugar until light and fluffy.', 'Add the sifted flour and cornflour.', 'Mix in vanilla and beat until smooth.', 'Place the mixture into a large piping bag with a 1/2inch star tube nozzle attached.', 'Pipe into 5cm/2 inch long shapes onto lighly greased oven trays.', 'Bake 12 to 15 minutes , or until pale brown.', 'Cool on trays for 5 mintues and then place on wire racks until fully cooled.']","[{'fat': 202.775, 'nrg': 1792.5, 'pro': 2.125, 'sat': 126.22249999999998, 'sod': 27.5, 'sug': 0.15}, {'fat': 0.0, 'nrg': 116.75, 'pro': 0.0, 'sat': 0.0, 'sod': 0.5, 'sug': 29.3425}, {'fat': 1.82, 'nrg': 132.0, 'pro': 4.96, 'sat': 0.28, 'sod': 23.0, 'sug': 4.96}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 373.77351648820445, 'fat': 5.256068427114884, 'protein': 9.513779275628172, 'salt': 0.006345719039290133, 'saturates': 2.839010707734311, 'sugars': 0.9927584147433985}","['250', '4', '1', '34', '1']","['g', 'tablespoon', 'cup', 'cup', 'teaspoon']","[250.0, 30.0, 154.0, 4250.0, 4.2]"
Au Gratin Potatoes for Two,"['potatoes, raw, skin', 'soup, cream of chicken, canned, condensed', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'cheese, cheddar', 'spices, pepper, black', 'onions, raw']","['Preheat oven to 350 degrees F.', 'Place potato slices into a saucepan and cover with water.', 'Bring to a boil.', 'Reduce heat; cover and cook for 12 minutes or until potatoes are almost tender.', 'Drain and set potatoes aside.', 'In a small bowl, combine soup and milk.', 'Stir in cheese and pepper.', 'Grease a 1-quart shallow baking dish.', 'Layer half of the potatoes in the bottom and top with half of the soup mixture.', 'Repeat with remaining potatoes and soup mixture.', 'Bake for 20 minutes.', 'Sprinkle with onions and bake 5-10 minutes longer, or until bubbly and onions are golden brown.']","[{'fat': 0.3, 'nrg': 174.0, 'pro': 7.709999999999999, 'sat': 0.078, 'sod': 30.0, 'sug': 0.0}, {'fat': 334.41999999999996, 'nrg': 5198.0, 'pro': 138.0, 'sat': 98.348, 'sod': 40710.0, 'sug': 31.28}, {'fat': 0.5925, 'nrg': 25.5, 'pro': 2.055, 'sat': 0.38625, 'sod': 26.75, 'sug': 3.1725}, {'fat': 10.9925, 'nrg': 133.25, 'pro': 7.5475, 'sat': 6.226, 'sod': 215.5, 'sug': 0.1575}, {'fat': 1.2600000000000002, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 2.08, 'nrg': 832.0, 'pro': 22.88, 'sat': 0.871, 'sod': 78.0, 'sug': 88.14}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 77.85391149505499, 'fat': 4.206812330052697, 'protein': 2.195929686936016, 'salt': 1.23505817311163, 'saturates': 1.2811951055177226, 'sugars': 1.4790528671463294}","['2', '23', '1/4', '1/4', '18', '13']","['cup', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[300.0, 5796.0, 61.0, 33.0, 41.4, 2080.0]"
Jbird's Authentic Sweet Vinegar BBQ Sauce,"['vinegar, cider', 'spices, pepper, red or cayenne', 'spices, pepper, black', 'salt, table', 'catsup', 'honey']","['In a saucepan, stir together the vinegar, red pepper flakes, pepper and salt.', 'Bring to a boil.', 'Stir in the ketchup and honey; reduce heat to low, and simmer for 30 minutes.']","[{'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 2.88}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 55800.0, 'sug': 0.0}, {'fat': 0.16, 'nrg': 136.0, 'pro': 1.44, 'sat': 0.016, 'sod': 1232.0, 'sug': 28.96}, {'fat': 0.0, 'nrg': 1031.0, 'pro': 1.02, 'sat': 0.0, 'sod': 14.0, 'sug': 278.39}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 105.17565418534045, 'fat': 0.34118837646378486, 'protein': 0.5768396703773311, 'salt': 10.319864102934798, 'saturates': 0.08009252566141391, 'sugars': 22.59866994361717}","['3', '1/4', '1/4', '1/2', '1/2', '1']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup']","[715.2, 21.6, 27.599999999999998, 144.0, 136.0, 339.0]"
All-In-One-Pan Chocolate Cake,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'cocoa, dry powder, unsweetened', 'leavening agents, baking soda', 'salt, table', 'water, bottled, generic', 'oil, olive, salad or cooking', 'vinegar, distilled', 'vanilla extract', 'butter, without salt', 'shortening, vegetable, household, composite', 'sugars, granulated', 'vanilla extract', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Heat oven to 350F (180C).', 'Sift flour, sugar, cocoa, baking soda and salt into a 9x13-inch baking pan.', 'Add water, oil, vinegar and vanilla.', 'Mix with a large rubber spatula until smooth, taking care to mix ingredients along edges.', 'Bake until toothpick inserted in center comes out clean, about 40 minutes.', 'Cool completely on wire rack.', 'FROSTING: combine butter and shortening in a food processor or mixing bowl.', 'Add sugar and vanilla.', 'Mix until smooth, about 2 minutes.', 'Slowly drizzle in milk.', 'Beat 2 minutes in food processor or 7 to 10 minutes with a mixer, until smooth, satiny and fluffy.', 'Chill just 20 minutes before frosting.']","[{'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 0.0, 'nrg': 1536.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 402.24000000000007}, {'fat': 153.14, 'nrg': 2548.0, 'pro': 219.18, 'sat': 90.22, 'sod': 234.0, 'sug': 19.5}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 162.0, 'nrg': 1428.0, 'pro': 0.0, 'sat': 22.368000000000002, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 2396.16, 'nrg': 21216.0, 'pro': 24.96, 'sat': 1491.1519999999998, 'sod': 416.0, 'sug': 2.08}, {'fat': 2662.4, 'nrg': 23504.0, 'pro': 0.0, 'sat': 664.976, 'sod': 208.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 17664.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4625.76}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 535.3602421172909, 'fat': 41.525701800438526, 'protein': 2.215651153454186, 'salt': 0.06475633859361972, 'saturates': 17.526253821685554, 'sugars': 39.050870881072235}","['3', '2', '13', '1', '1/2', '2', '3/4', '2', '1', '13', '13', '23', '1', '1/2']","['cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[375.0, 403.20000000000005, 1118.0, 4.6, 3.0, 473.6, 162.0, 29.8, 4.2, 2953.6, 2662.4, 4636.8, 4.2, 122.0]"
Cream Cheese Icing,"['butter, without salt', 'cheese, parmesan, hard', 'sugars, powdered', 'vanilla extract', 'salt, table']","['Beat the butter and cream cheese in the bowl of a standing mixer fitted with a paddle attachment on high speed until they are light and smooth, about 3 minutes.', 'Add the confectioners sugar and mix on low speed until incorporated, about 1 minute.', 'Add the vanilla and salt and mix on medium-high speed until smooth, about 1 minute.', 'Use the icing immediately, or keep it in an airtight container in the refrigerator for up to 3 days.', 'When ready to use, let the icing warm almost to room temperature.', 'To make the Cinnamon variation on the Cream Cheese Icing, add 2 tablespoons of ground cinnamon and mix until combined.', 'Serve with Vanilla Cake (page 115) and sprinkle with graham cracker crumbs.', 'It tastes like coffee cake but is appropriate for any time of day.', 'Atop any of the cakes in the Banana Cake chapter (page 125), youll have the perfect dessert for a New Years Day brunch.']","[{'fat': 276.48, 'nrg': 2448.0, 'pro': 2.88, 'sat': 172.05599999999998, 'sod': 48.0, 'sug': 0.24}, {'fat': 175.74422039999996, 'nrg': 2667.1209599999997, 'pro': 243.23870999999997, 'sat': 111.65167079999999, 'sod': 9362.138879999999, 'sug': 5.443103999999999}, {'fat': 0.0, 'nrg': 1401.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 352.11}, {'fat': 0.0, 'nrg': 18.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.795}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1743.75, 'sug': 0.0}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'red'}","{'energy': 469.4092880111036, 'fat': 32.48765222113984, 'protein': 17.681094233570978, 'salt': 2.0043076664454, 'saturates': 20.38147389201631, 'sugars': 25.76086173156666}","['24', '1 1/2', '3', '1 1/2', '3/4']","['tablespoon', 'pound', 'cup', 'teaspoon', 'teaspoon']","[340.79999999999995, 680.3879999999999, 360.0, 6.300000000000001, 4.5]"
Stir-Fried Carrots,"['carrots, raw', 'salad dressing, italian dressing, commercial, regular', 'water, bottled, generic']","['Clean carrots; cut diagonally into very thin slices.', 'Heat dressing in wok or large skillet on high heat.', 'Add carrots; cook and stir 2 min.', 'Add water.', 'Reduce heat to medium-high; cook an additional 9 to 10 min.', 'or until carrots are crisp-tender, stirring occasionally.']","[{'fat': 1.0886208, 'nrg': 185.97271999999998, 'pro': 4.2184056000000005, 'sat': 0.16782903999999998, 'sod': 312.97848, 'sug': 21.500260800000003}, {'fat': 24.8, 'nrg': 280.0, 'pro': 0.48, 'sat': 3.464, 'sod': 1168.0, 'sug': 12.64}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 62.229927670167406, 'fat': 3.45738480111967, 'protein': 0.6274647165033815, 'salt': 0.49645912349490906, 'saturates': 0.4850250857380955, 'sugars': 4.559378412162523}","['1', '1/2', '3/4']","['pound', 'cup', 'cup']","[453.592, 117.6, 177.60000000000002]"
"Johnnycakes, Newport County Style","['cornmeal, degermed, unenriched, yellow', 'salt, table', 'water, bottled, generic']","['Mix all ingredients together.', 'Mixture will be thin.', 'Spoon onto a buttered griddle in 5 inch rounds and fry until golden brown']","[{'fat': 2.75, 'nrg': 581.0, 'pro': 11.16, 'sat': 0.345, 'sod': 11.0, 'sug': 2.53}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 91.26610116242539, 'fat': 0.43198240653471565, 'protein': 1.7530631479736096, 'salt': 0.9236569274269558, 'saturates': 0.05419415645617342, 'sugars': 0.3974238140119384}","['1', '1', '2']","['cup', 'teaspoon', 'cup']","[157.0, 6.0, 473.6]"
Pennsylvania Dutch Easy Salad Dressing Recipe,"['cream, whipped, cream topping, pressurized', 'sugars, brown', 'sugars, granulated', 'vinegar, distilled']","['Put cream in bowl.', 'Add in sugars and vinegar.', 'Mix well.', 'Use over lettuce, endive, escarole or possibly spinach.']","[{'fat': 6.665, 'nrg': 77.0, 'pro': 0.96, 'sat': 4.1495, 'sod': 2.5, 'sug': 2.4}, {'fat': 0.0, 'nrg': 33.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.0, 'sug': 8.73}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.01}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 264.22250316055624, 'fat': 8.426042983565106, 'protein': 1.2136536030341338, 'salt': 0.01738305941845765, 'saturates': 5.245891276864727, 'sugars': 45.86599241466498}","['1/2', '1', '2', '1']","['cup', 'tablespoon', 'tablespoon', 'tablespoon']","[30.0, 9.0, 25.200000000000003, 14.9]"
Out of This World Turkey Brine,"['water, bottled, generic', 'salt, table', 'spices, garlic powder', 'spices, pepper, black', 'sauce, worcestershire', 'sugars, brown']","['In a large bucket or container large enough to hold your turkey, mix together the water, salt, garlic, pepper, Worcestershire sauce and brown sugar.', 'Stor in refrigerator, and soak turkey for 2 days before smoking or roasting.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 256.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 167400.0, 'sug': 0.0}, {'fat': 0.18, 'nrg': 90.0, 'pro': 4.590000000000001, 'sat': 0.07200000000000001, 'sod': 18.0, 'sug': 0.72}, {'fat': 0.21000000000000002, 'nrg': 18.0, 'pro': 0.72, 'sat': 0.096, 'sod': 0.0, 'sug': 0.030000000000000002}, {'fat': 0.0, 'nrg': 2912.0, 'pro': 0.0, 'sat': 0.0, 'sod': 37408.0, 'sug': 383.03999999999996}, {'fat': 0.0, 'nrg': 6864.0, 'pro': 0.0, 'sat': 0.0, 'sod': 624.0, 'sug': 1815.84}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 72.01772026463816, 'fat': 0.0028416542799685235, 'protein': 0.03869021596572528, 'salt': 3.747085482789776, 'saturates': 0.0012240972282941333, 'sugars': 16.02714872781324}","['2', '1 1/2', '3', '1', '14', '13']","['gallon', 'cup', 'tablespoon', 'tablespoon', 'cup', 'cup']","[7577.6, 432.0, 27.900000000000002, 6.8999999999999995, 3808.0, 1872.0]"
