Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Divinity Squares,"['wheat flour, white, all-purpose, unenriched', 'rice, white, long-grain, regular, unenriched, cooked without salt', 'leavening agents, baking soda', 'sugars, brown', 'butter, without salt', 'milk, canned, condensed, sweetened', 'butter, without salt', 'sugars, brown', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'rice, white, long-grain, regular, unenriched, cooked without salt']","['Base: mix base ingredients, press into greased 8"" pan and bake at 350F for 10 minutes.', 'Filling: ingredients into pot, over low heat boil 5 minutes, stir constantly, pour over baked base.', 'Topping: melt chocolate chips & stir in cereal until well coated.', 'Spread on top of caramel filling.', 'Chill to set.']","[{'fat': 14.76, 'nrg': 5460.0, 'pro': 154.92000000000002, 'sat': 2.3280000000000003, 'sod': 24.0, 'sug': 4.08}, {'fat': 14.96, 'nrg': 6970.0, 'pro': 144.5, 'sat': 4.148, 'sod': 68.0, 'sug': 2.72}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 17626.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 6864.0, 'pro': 0.0, 'sat': 0.0, 'sod': 624.0, 'sug': 1815.84}, {'fat': 2396.16, 'nrg': 21216.0, 'pro': 24.96, 'sat': 1491.1519999999998, 'sod': 416.0, 'sug': 2.08}, {'fat': 34.52969099999999, 'nrg': 1274.0265299999999, 'pro': 31.3942363, 'sat': 21.77354998, 'sod': 504.05411, 'sug': 215.909792}, {'fat': 2580.48, 'nrg': 22848.0, 'pro': 26.88, 'sat': 1605.856, 'sod': 448.0, 'sug': 2.24}, {'fat': 0.0, 'nrg': 6336.0, 'pro': 0.0, 'sat': 0.0, 'sod': 576.0, 'sug': 1676.16}, {'fat': 560.0699999999999, 'nrg': 9807.0, 'pro': 140.07, 'sat': 350.07000000000005, 'sod': 0.0, 'sug': 1119.93}, {'fat': 0.55, 'nrg': 256.25, 'pro': 5.3125, 'sat': 0.1525, 'sod': 2.5, 'sug': 0.1}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 418.43774306819455, 'fat': 28.92565899549775, 'protein': 2.7267310803460623, 'salt': 0.26192037061030066, 'saturates': 17.947045763912605, 'sugars': 24.988440817501797}","['12', '34', '14', '13', '13', '14', '14', '12', '12', '1 1/4']","['cup', 'cup', 'teaspoon', 'cup', 'cup', 'ounce', 'cup', 'cup', 'cup', 'cup']","[1500.0, 5372.0, 64.39999999999999, 1872.0, 2953.6, 396.893, 3180.7999999999997, 1728.0, 2100.0, 197.5]"
Dieters Salad Dressing,"['mustard, prepared, yellow', 'salt, table', 'spices, pepper, black', 'sugars, granulated', 'vinegar, red wine', 'lemon juice, raw']","['combine all in a small jar tighten lid and chill.', 'for addtional flavor you can add a few Tablespoons chopped onion.']","[{'fat': 2.0400000000000005, 'nrg': 36.0, 'pro': 2.2800000000000002, 'sat': 0.132, 'sod': 660.0, 'sug': 0.6000000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 672.0, 'pro': 2.24, 'sat': 0.0, 'sod': 224.0, 'sug': 0.0}, {'fat': 7.08, 'nrg': 648.0, 'pro': 10.2, 'sat': 1.1760000000000002, 'sod': 24.0, 'sug': 73.80000000000001}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 23.795507358636716, 'fat': 0.1564678543764524, 'protein': 0.2800929512006196, 'salt': 1.115724244771495, 'saturates': 0.02720371804802479, 'sugars': 1.5442292796281953}","['12', '12', '14', '6', '14', '12']","['teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'cup']","[60.0, 72.0, 32.199999999999996, 25.200000000000003, 3337.6, 2928.0]"
Light Fettuccine Carbonara,"['bacon, meatless', 'cheese, cottage, creamed, large or small curd', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'egg substitute, powder', 'salt, table', 'kashi, steam meal, chicken fettuccine, frozen entree', 'cheese, parmesan, hard']","['Slice bacon into 1 inch long and 1/4inch thick strips.', 'In a medium skillet, cook the bacon over medium heat, stirring occasionally, until light brown.', 'Transfer to a plate and set aside.', 'In a blender process the cottage cheese, milk, egg substitute and salt until smooth.', 'In a large pot of salted boiling water, cook the pasta until just barely tender.', 'Drain well and return to the pot.', 'Add the cheese mixture, bacon and pepper to the pasta and cook over med-low heat, stirring continually until sauce is heated through--do not boil--about 1 minute.', 'Transfer to a warmed serving bowl, and serve immediately, sprinkling with the parmesan cheese.']","[{'fat': 33.475089600000004, 'nrg': 350.39982, 'pro': 13.256226199999999, 'sat': 5.24125556, 'sod': 1661.2807, 'sug': 0.0}, {'fat': 13.544999999999998, 'nrg': 309.0, 'pro': 35.025000000000006, 'sat': 5.412, 'sod': 1146.0, 'sug': 8.415000000000001}, {'fat': 80.58, 'nrg': 3468.0, 'pro': 279.48, 'sat': 52.53, 'sod': 3638.0, 'sug': 431.46}, {'fat': 132.6, 'nrg': 4528.8, 'pro': 566.1, 'sat': 38.413199999999996, 'sod': 8160.0, 'sug': 222.35999999999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 12.246984000000001, 'nrg': 449.05608, 'pro': 28.122704, 'sat': 4.082328, 'sod': 752.96272, 'sug': 5.896696}, {'fat': 14.401399859378815, 'nrg': 216.56240390043328, 'pro': 19.923741158839864, 'sat': 9.149761564793307, 'sod': 768.7965338465382, 'sug': 0.43312480780086654}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 90.17256132602131, 'fat': 2.7747656863756562, 'protein': 9.111336918411805, 'salt': 1.1771666286852087, 'saturates': 1.1107687030233955, 'sugars': 6.467214908006408}","['4', '1 1/2', '34', '12', '14', '1', '6']","['ounce', 'cup', 'cup', 'cup', 'teaspoon', 'pound', 'tablespoon']","[113.398, 315.0, 8296.0, 1020.0, 83.99999999999999, 453.592, 55.76481900436157]"
Chocolate Hazelnut Bark,"['nuts, hazelnuts or filberts', 'cherries, sweet, raw', 'spices, ginger, ground', 'pascha, organic bitter-sweet dark chocolate chips, upc: 842638005022']","['Preheat oven to 350.', 'Place hazelnuts on a baking sheet.', 'Bake for 20 minutes, stirring once halfway through cooking.', 'Note: at this point, the recipe states to rub the skins off, but I left them on.', 'Coarsely chop nuts.', 'Combine nuts, cherries and ginger in a medium bowl.', 'Place chocolate in a microwave safe measuring cup.', 'Microwave at high for 1 minute (or until melted) stirring every 15 seconds.', 'Add nuts and fruit, stirring just until combined.', 'Spread mixture evenly on a jelly roll pan lined with foil; freeze.', 'Break into pieces.']","[{'fat': 2375.24, 'nrg': 24548.0, 'pro': 584.46, 'sat': 174.556, 'sod': 0.0, 'sug': 169.66}, {'fat': 3.6400000000000006, 'nrg': 1131.0, 'pro': 18.98, 'sat': 0.6759999999999999, 'sod': 0.0, 'sug': 229.97000000000003}, {'fat': 0.48000000000000004, 'nrg': 36.0, 'pro': 0.9600000000000001, 'sat': 0.28200000000000003, 'sod': 0.0, 'sug': 0.36}, {'fat': 56.69333009999999, 'nrg': 1020.5819999999999, 'pro': 22.673930099999996, 'sat': 56.69333009999999, 'sod': 0.0, 'sug': 34.0194}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 454.3084101556918, 'fat': 41.39500368655559, 'protein': 10.655648350344961, 'salt': 0.0, 'saturates': 3.9458180848364894, 'sugars': 7.374970199138575}","['34', '13', '2', '6']","['cup', 'cup', 'tablespoon', 'ounce']","[3910.0, 1794.0, 10.8, 170.09699999999998]"
White Chocolate Jingle Candy,"['candies, marshmallows', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', 'pretzels, soft, unsalted', 'oil, corn, peanut, and olive', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Combine marshmallows, corn cereal puffs, rice cereal, pretzel sticks, and peanuts in a large bowl.', 'Melt white chocolate in a microwave-safe glass or ceramic bowl at 50% power in 30-second intervals, stirring after each melting, for 1 minute 30 seconds.', 'Continue heating in microwave, stirring every 15 seconds, until melted.', 'Do not overheat or chocolate will scorch.', 'Pour melted white chocolate over cereal mixture and gently stir to coat; add chocolate pieces.', 'Drop mixture by large spoonfuls onto a piece of waxed paper.', 'Allow to harden for about 15 minutes.']","[{'fat': 0.17500000000000002, 'nrg': 278.25, 'pro': 1.575, 'sat': 0.049, 'sod': 70.0, 'sug': 50.365}, {'fat': 6.23, 'nrg': 290.5, 'pro': 10.395000000000001, 'sat': 1.26875, 'sod': 15.75, 'sug': 1.1025}, {'fat': 6.23, 'nrg': 290.5, 'pro': 10.395000000000001, 'sat': 1.26875, 'sod': 15.75, 'sug': 1.1025}, {'fat': 2.44125, 'nrg': 271.6875, 'pro': 6.4575, 'sat': 0.5473125, 'sod': 198.45, 'sug': 0.196875}, {'fat': 392.0, 'nrg': 3472.0, 'pro': 0.0, 'sat': 56.30800000000001, 'sod': 0.0, 'sug': 0.0}, {'fat': 181.45947959999998, 'nrg': 3177.4119599999995, 'pro': 45.38187959999999, 'sat': 113.4206796, 'sod': 0.0, 'sug': 362.85092039999995}, {'fat': 46.6725, 'nrg': 817.25, 'pro': 11.6725, 'sat': 29.172500000000003, 'sod': 0.0, 'sug': 93.3275}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 385.0870342617119, 'fat': 28.451017567559095, 'protein': 3.846430975375318, 'salt': 0.03358694960849005, 'saturates': 9.049160325140036, 'sugars': 22.795692602204205}","['1 3/4', '1 3/4', '1 3/4', '1 3/4', '1 3/4', '24', '1']","['cup', 'cup', 'cup', 'cup', 'cup', 'ounce', 'cup']","[87.5, 409.5, 409.5, 78.75, 392.0, 680.3879999999999, 175.0]"
Raspberry Punch,"['sugars, granulated', 'water, bottled, generic', 'lemon juice, raw', 'raspberries, raw']","['Thaw the frozen raspberry juice on the stove stop, stirring occasionally.', 'When thawed, add sugar, water, and lemon juice.', 'Stir the mixture until sugar is dissovled.', 'Serve in a pretty glass over ice and with a sprig of mint.', 'Enjoy!', 'Tips: If too sweet, add more lemon juice.', 'If too sour, add more sugar.', 'If too thick, add more water.']","[{'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 0.0}, {'fat': 0.1475, 'nrg': 13.5, 'pro': 0.2125, 'sat': 0.0245, 'sod': 0.5, 'sug': 1.5375}, {'fat': 6.4, 'nrg': 512.0, 'pro': 11.84, 'sat': 0.184, 'sod': 8.0, 'sug': 43.52}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 58.96161910839639, 'fat': 0.29845473607439144, 'protein': 0.5493891877108215, 'salt': 0.004615279423830796, 'saturates': 0.009504056887592304, 'sugars': 11.22151062084055}","['1', '4', '4', '2']","['cup', 'cup', 'tablespoon', 'quart']","[201.60000000000002, 947.2, 61.0, 984.0]"
Honey Garlic Pork Ribs,"['pork, fresh, loin, country-style ribs, separable lean only, raw', 'honey', 'sugars, brown', 'soy sauce made from soy (tamari)', 'spices, garlic powder', 'spices, ginger, ground', 'mustard, prepared, yellow', 'salt, table']","['Cut ribs into serving size pieces; place in a large resealable plastic bag.', 'Combine remaining ingredients; pour over ribs.', 'Seal bag; turn serveral times.', 'Refrigerate for several hours or overnight, turning bag occasionally.', 'Drain ribs, reserving marinade.', 'Return marinade to the refrigerator.', 'Place ribs on a rack in a greased shallow baking pan.', 'Cover and bake at 350 degrees for 1 1/2 hours.', 'Drain.', 'Pour the marinade over the ribs.', 'Bake, uncovered, 45 minutes longer or until meat is tender, brushing occasionally with pan juices.']","[{'fat': 102.3303552, 'nrg': 2540.1151999999997, 'pro': 376.6627968, 'sat': 36.505084159999996, 'sod': 1215.62656, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 0.0, 'nrg': 6336.0, 'pro': 0.0, 'sat': 0.0, 'sod': 576.0, 'sug': 1676.16}, {'fat': 0.06, 'nrg': 33.0, 'pro': 5.67, 'sat': 0.006, 'sod': 3015.0, 'sug': 0.9299999999999999}, {'fat': 0.24000000000000002, 'nrg': 120.0, 'pro': 6.12, 'sat': 0.096, 'sod': 24.0, 'sug': 0.9600000000000001}, {'fat': 0.9600000000000001, 'nrg': 72.0, 'pro': 1.9200000000000002, 'sat': 0.5640000000000001, 'sod': 0.0, 'sug': 0.72}, {'fat': 2.0400000000000005, 'nrg': 36.0, 'pro': 2.2800000000000002, 'sat': 0.132, 'sod': 660.0, 'sug': 0.6000000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'red'}","{'energy': 273.8211989864507, 'fat': 1.344724329256866, 'protein': 5.154476604446907, 'salt': 1.0680429291900566, 'saturates': 0.4748858860816216, 'sugars': 63.90760834141294}","['4', '12', '12', '3', '12', '12', '12', '12']","['pound', 'cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[1814.368, 4068.0, 1728.0, 54.0, 37.2, 21.6, 60.0, 72.0]"
Kitchen Witch's New Orleans Pepper,"['spices, pepper, red or cayenne', 'spices, pepper, black', 'spices, pepper, black', 'spices, onion powder', 'salt, table']","['Combine all spices.', 'Use as a dry rub for grilled or pan-fried steaks.']","[{'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.24000000000000002, 'nrg': 96.0, 'pro': 3.0, 'sat': 0.060000000000000005, 'sod': 24.0, 'sug': 1.9200000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 166.83831101956747, 'fat': 2.9763130792996915, 'protein': 6.11740473738414, 'salt': 41.949021627188465, 'saturates': 0.8238928939237901, 'sugars': 2.2966014418125646}","['12', '12', '14', '12', '14']","['teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[21.6, 27.599999999999998, 32.199999999999996, 28.8, 83.99999999999999]"
Peanut Butter Icing,"['butter, without salt', 'peanut butter, smooth style, without salt', 'sugars, powdered', 'vanilla extract', 'cream, fluid, heavy whipping']","['Beat the butter and peanut butter in the bowl of a standing mixer fitted with a paddle attachment on high speed until they are light and smooth, about 3 minutes.', 'Add the confectioners sugar and mix on low speed until incorporated, about 2 minutes.', '(The mixture will be somewhat thick and pasty.)', 'Add the vanilla and heavy cream and mix on medium-high speed until smooth, about 2 minutes.', 'Use the icing immediately, or keep it in an airtight container at room temperature for up to three days.', 'Before using, beat the icing in a mixer, or stir vigorously with a rubber spatula, for about 2 minutes.', 'Some of the oils from the peanut butter may separate while the icing is stored.', 'If that happens, just beat the icing in a standing mixer with a paddle attachment on medium-high speed until the oils combine and the icing becomes smooth again.', 'If necessary, you can also add 1 to 2 tablespoons of heavy cream to re-smooth the icing.', 'Additionally, peanut butter is the one food item I typically avoid buying organic, as it tends to separate more easily than traditional commercial brands.']","[{'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 394.56000000000006, 'nrg': 4584.0, 'pro': 170.64000000000001, 'sat': 79.29599999999999, 'sod': 120.0, 'sug': 80.64}, {'fat': 0.0, 'nrg': 1868.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 469.48}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 16.237499999999997, 'nrg': 153.0, 'pro': 1.27875, 'sat': 10.36425, 'sod': 12.0, 'sug': 1.3125}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 541.1309367620047, 'fat': 39.03945814746786, 'protein': 11.403749016006296, 'salt': 0.028207819469955393, 'saturates': 13.406209000262399, 'sugars': 36.21900419837312}","['16', '3', '4', '1', '6']","['tablespoon', 'cup', 'cup', 'teaspoon', 'tablespoon']","[227.2, 768.0, 480.0, 4.2, 45.0]"
Blueberry Coffeecake,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'leavening agents, baking soda', 'salt, table', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'butter, without salt', 'sugars, granulated', 'vanilla extract', 'egg substitute, powder', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'blueberries, raw', 'sugars, granulated']","['Preheat the oven to 375 degrees F.', 'Spray an 8-inch square baking dish with cooking spray.', 'In a medium bowl, whisk together the flour, baking powder, baking soda and salt; set aside.', 'In a large mixing bowl using an electric mixer, beat the coconut oil, butter and sugar.', 'Beat in the vanilla extract and egg until blended.', 'Add the flour mixture in three additions, alternating with the coconut milk, beating after each addition until just combined.', 'Spread the batter into the prepared baking dish.', 'Sprinkle 1 cup of blueberries on top of the batter and sprinkle with turbinado sugar.', 'Bake the cake for 20-23 minutes or until it is golden brown.']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 2.0, 'pro': 0.0, 'sat': 0.0, 'sod': 488.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 314.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 25.6, 'nrg': 226.0, 'pro': 0.0, 'sat': 23.372, 'sod': 0.0, 'sug': 0.0}, {'fat': 28.799999999999997, 'nrg': 255.0, 'pro': 0.3, 'sat': 17.9225, 'sod': 5.0, 'sug': 0.025}, {'fat': 0.0, 'nrg': 9984.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2614.5600000000004}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 2.7625, 'nrg': 94.35000000000001, 'pro': 11.793750000000001, 'sat': 0.800275, 'sod': 170.0, 'sug': 4.6325}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}, {'fat': 0.49, 'nrg': 84.0, 'pro': 1.1, 'sat': 0.041, 'sod': 1.0, 'sug': 14.74}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 358.91250760316296, 'fat': 1.9229599513397575, 'protein': 0.9672423728270962, 'salt': 0.17581313826551848, 'saturates': 1.3798468162755706, 'sugars': 84.95510132215004}","['1', '1', '1/4', '1/2', '2', '2 1/2', '13', '1', '1/4', '1/2', '1', '1']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'cup', 'cup', 'cup', 'tablespoon']","[125.0, 4.6, 1.15, 3.0, 25.6, 35.5, 2620.8, 4.2, 21.25, 122.0, 148.0, 12.600000000000001]"
Herbed Croutons Recipe,"['cheese, parmesan, hard', 'spices, oregano, dried', 'spices, garlic powder', 'spices, basil, dried', 'salt, table', 'spices, pepper, black', 'wheat flours, bread, unenriched', 'oil, olive, salad or cooking']","['In small bowl mix cheese, oregano, garlic pwdr, basil and salt and pepper.', 'Set aside.', 'In large bowl toss bread cubes with oil, then toss with cheese-herb mix till well mixed.', 'Spread on ungreased cookie sheet.', 'Bake in 225 degree oven for one hour or possibly till crisp and light golden brown, stirring occasionally.', 'Cold.', 'Store in plastic bags or possibly Tupperware.', 'Will keep about one month.']","[{'fat': 9.600933239585876, 'nrg': 144.3749359336222, 'pro': 13.282494105893242, 'sat': 6.099841043195537, 'sod': 512.5310225643588, 'sug': 0.2887498718672444}, {'fat': 0.24000000000000002, 'nrg': 18.0, 'pro': 0.54, 'sat': 0.096, 'sod': 0.0, 'sug': 0.24000000000000002}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.09, 'nrg': 6.0, 'pro': 0.48000000000000004, 'sat': 0.045, 'sod': 3.0, 'sug': 0.030000000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 20.43, 'nrg': 4455.0, 'pro': 147.69, 'sat': 3.0060000000000002, 'sod': 27.0, 'sug': 3.78}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 375.9429845768174, 'fat': 5.293665895108717, 'protein': 12.312279216391685, 'salt': 0.3199770864915552, 'saturates': 1.1108867795123927, 'sugars': 0.359571704804475}","['1/4', '2', '2', '1', '1/2', '1/2', '4 to 5', '3']","['cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'cup', 'tablespoon']","[37.17654600290771, 6.0, 18.6, 2.1, 3.0, 1.15, 1233.0, 40.5]"
Stained Glass Cookies,"['butter, without salt', 'sugars, brown', 'molasses', 'water, bottled, generic', 'wheat flour, white, all-purpose, unenriched', 'leavening agents, baking soda', 'salt, table', 'spices, cinnamon, ground', 'spices, nutmeg, ground', 'spices, ginger, ground', 'candies, white chocolate']","['In a large mixing bowl, cream butter or margarine, brown sugar and molasses until smooth.', 'Blend in water.', 'Stir together flour, baking soda, salt, and spices.', 'Gradually add flour mixture to creamed mixture; blend well.', 'Cover and chill for 1 hour.', 'Cut out paper stars, bells, or other christmas motifs.', 'Trace onto a sheet of aluminum foil.', 'Roll pieces of dough into ropes about 1/4-inch wide.', 'Outline the designs with ropes of dough.', 'Press ends lightly together.', 'Separate candies by color.', 'In a blender or food processor, coarsely crush candies.', 'Fill in dough outlines with the candies.', 'Bake at 350 degrees F (175 degrees C) for 4 to 5 minutes or until cookie is set and candy melts.', 'Cool on baking sheet.']","[{'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 0.0, 'nrg': 264.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 69.84}, {'fat': 0.255, 'nrg': 732.75, 'pro': 0.0, 'sat': 0.04575, 'sod': 93.75, 'sug': 188.85750000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.6666666666666665, 'sug': 0.0}, {'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.007499999999999999, 'nrg': 1.5, 'pro': 0.025, 'sat': 0.00225, 'sod': 0.0, 'sug': 0.014999999999999998}, {'fat': 0.2, 'nrg': 3.0, 'pro': 0.0325, 'sat': 0.14275, 'sod': 0.0, 'sug': 0.0175}, {'fat': 0.02, 'nrg': 1.5, 'pro': 0.04, 'sat': 0.01175, 'sod': 0.0, 'sug': 0.014999999999999998}, {'fat': 52.309788662500004, 'nrg': 878.62187875, 'pro': 9.5686649875, 'sat': 31.643428404999998, 'sod': 146.7086625, 'sug': 96.17567874999999}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 357.54587649728785, 'fat': 9.163397304453076, 'protein': 4.907303159723298, 'salt': 0.6795441773592158, 'saturates': 5.428545182935597, 'sugars': 35.828413433389954}","['3', '1/2', '3/4', '1/3', '3', '1', '1/2', '1/4', '1/4', '1/4', '5 3/4']","['tablespoon', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce']","[42.599999999999994, 72.0, 252.75, 78.93333333333334, 375.0, 4.6, 3.0, 0.65, 0.55, 0.45, 163.009625]"
"Easy, Time-Saving and Delicious Steamed Rice in a Pressure Cooker","['rice, white, long-grain, regular, unenriched, cooked without salt', 'water, bottled, generic']","['To rinse the rice, add water, lightly stir, then drain the water.', 'Add again water, then wash the rice (this time, however, try not to touch the rice), then drain.', 'Repeat until the water is clear (about 3-4 times).', 'Drain the washing water completely, add the listed amount of fresh, clean water, then soak for about 30 minutes.', 'Heat in a pressure cooker over high heat until the pressure gauge rises (or ""clicks"" into place) reduce to low heat for 3 minutes, then let rest to steam for 10 minutes without lifting the lid.', ""Then you're all done.""]","[{'fat': 1.9600000000000002, 'nrg': 910.0, 'pro': 18.830000000000002, 'sat': 0.5389999999999999, 'sod': 7.0, 'sug': 0.35000000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.096, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 86.00796036753187, 'fat': 0.18524791463776094, 'protein': 1.7797031799127747, 'salt': 0.004512109920819748, 'saturates': 0.05094317652538425, 'sugars': 0.03307998475674302}","['700', '360']","['g', 'ml']","[700.0, 358.0416]"
