Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Raspberry Frozen Yogurt,"['raspberries, raw', 'sugars, granulated', 'vanilla extract', 'salt, table', 'yogurt, greek, plain, nonfat']","['In a food processor or blender, puree raspberries, sugar, vanilla and salt.', 'Taste for sweetness.', 'If desired, add more sugar.', '(I started out with 1/4 cup and added a bit more to make about 1/3 cup.)', 'Strain mixture to remove seeds, if desired.', 'Put raspberry mixture back into the food processor, add yogurt, and puree thoroughly.', 'Pour into an ice cream maker and freeze according to manufacturers instructions.', 'Eat immediately, or freeze for at least 1 hour before serving.', 'Makes about 1 quart.']","[{'fat': 1.6, 'nrg': 128.0, 'pro': 2.96, 'sat': 0.046, 'sod': 2.0, 'sug': 10.88}, {'fat': 0.0, 'nrg': 9984.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2614.5600000000004}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.1325}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 329.547397868268, 'fat': 0.08208531322059534, 'protein': 0.8969960533522734, 'salt': 0.01889359469237103, 'saturates': 0.010685063370311498, 'sugars': 84.59109147416423}","['1', '13', '1/4', '1', '1']","['pint', 'cup', 'teaspoon', 'pinch', 'cup']","[246.0, 2620.8, 1.05, 0.37439999999999996, 245.0]"
Mock Cream ( Whipped Cream Substitute),"['butter, without salt', 'sugars, granulated', 'water, bottled, generic', 'vanilla extract']","['Place all ingredients in a bowl and beat until thick like whipped cream.', 'If the mixture curdles, continue to beat until smooth- it will come good again!']","[{'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.23040000000000002, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.010176000000000003}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 360.5044341638104, 'fat': 27.66549344481502, 'protein': 0.2881822233834898, 'salt': 0.01500949080122343, 'saturates': 17.21648632863532, 'sugars': 30.223322010973984}","['2', '2', '2', '2']","['tablespoon', 'tablespoon', 'tablespoon', 'drop']","[28.4, 25.200000000000003, 29.6, 0.08064000000000002]"
Salted Caramel Nut Brittle,"['butter, without salt', 'sugars, granulated', 'water, bottled, generic', 'syrups, corn, light', 'nuts, cashew nuts, raw', 'nuts, almonds', 'seeds, pumpkin and squash seeds, whole, roasted, without salt', 'seeds, sesame seeds, whole, dried']","['Line a 15x10x1-inch baking pan with Reynolds Wrap Non-Stick Foil; set aside.', 'Melt the butter in a 2-quart heavy saucepan over medium heat.', 'Stir in sugar, water and corn syrup.', 'Bring to boiling over medium-high heat, stirring until sugar is dissolved.', 'Avoid splashing side of saucepan.', 'Clip a candy thermometer to side of pan.', 'Cook over medium heat, stirring frequently, until thermometer registers 290 degrees F or a small amount of mixture dropped into very cold water separates into threads that are hard but not brittle.', 'This will take about 18 minutes.', 'Adjust heat as necessary to maintain a steady boil.', 'Watch carefully the last 5 minutes to prevent overcooking.', 'Remove from heat and remove the thermometer.', 'Pour into the prepared baking pan.', 'Tilt pan to spread mixture evenly.', 'Let stand 2 minutes.', 'In a small bowl combine the cashews, almonds, pumpkin seeds, and sesame seeds.', 'Sprinkle evenly over candy mixture.', 'Set baking pan on a wire rack.', 'Cool completely and break into large pieces to serve.']","[{'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.5, 'sug': 0.0}, {'fat': 0.0425, 'nrg': 60.3125, 'pro': 0.0, 'sat': 0.0, 'sod': 13.1875, 'sug': 16.361875}, {'fat': 21.925, 'nrg': 276.5, 'pro': 9.11, 'sat': 3.8915000000000006, 'sod': 6.0, 'sug': 2.955}, {'fat': 23.8, 'nrg': 276.0, 'pro': 10.079999999999998, 'sat': 1.8123333333333334, 'sod': 0.3333333333333333, 'sug': 2.0733333333333333}, {'fat': 3.105, 'nrg': 71.25, 'pro': 2.9675, 'sat': 0.58725, 'sod': 3.0, 'sug': 0.0}, {'fat': 8.94, 'nrg': 103.125, 'pro': 3.19125, 'sat': 1.25225, 'sod': 2.0, 'sug': 0.05375}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 508.9897060878476, 'fat': 38.66824590938429, 'protein': 4.354783974235275, 'salt': 0.023164629399200172, 'saturates': 19.52274042972259, 'sugars': 35.568727001723424}","['1', '1', '3', '1', '1/3', '1/3', '1/4', '2']","['cup', 'cup', 'tablespoon', 'tablespoon', 'cup', 'cup', 'cup', 'tablespoon']","[227.2, 201.60000000000002, 44.400000000000006, 21.3125, 50.0, 47.666666666666664, 16.0, 18.0]"
Aphrodisiac Mix,"['strawberries, raw', 'bananas, raw', 'cherries, sweet, raw', 'papayas, raw', 'cherries, sweet, raw', 'candies, semisweet chocolate', 'nuts, almonds']",['Combine all ingredients in a bowl and serve.'],"[{'fat': 5.5200000000000005, 'nrg': 588.0, 'pro': 12.24, 'sat': 0.276, 'sod': 24.0, 'sug': 89.16}, {'fat': 10.36, 'nrg': 2800.0, 'pro': 34.300000000000004, 'sat': 3.528, 'sod': 28.0, 'sug': 385.28}, {'fat': 3.3600000000000003, 'nrg': 1044.0, 'pro': 17.52, 'sat': 0.624, 'sod': 0.0, 'sug': 212.28000000000003}, {'fat': 4.94, 'nrg': 806.0, 'pro': 8.84, 'sat': 1.5210000000000001, 'sod': 156.0, 'sug': 147.42}, {'fat': 3.9200000000000004, 'nrg': 1218.0, 'pro': 20.439999999999998, 'sat': 0.728, 'sod': 0.0, 'sug': 247.66000000000003}, {'fat': 709.8000000000001, 'nrg': 11362.0, 'pro': 99.32, 'sat': 419.965, 'sod': 260.0, 'sug': 1289.47}, {'fat': 928.2, 'nrg': 10764.0, 'pro': 393.12, 'sat': 70.681, 'sod': 13.0, 'sug': 80.86}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 194.80643402399127, 'fat': 11.355643402399128, 'protein': 3.9925027262813524, 'salt': 0.008195883315158125, 'saturates': 3.389606052344602, 'sugars': 16.712990730643405}","['12', '14', '12', '13', '14', '13', '13']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup']","[1824.0, 3150.0, 1656.0, 1885.0, 1932.0, 2366.0, 1859.0]"
Neely's BBQ Sauce,"['catsup', 'water, bottled, generic', 'vinegar, cider', 'sugars, brown', 'sugars, granulated', 'spices, pepper, black', 'spices, onion powder', 'mustard, prepared, yellow', 'lemon juice, raw', 'sauce, worcestershire']","['In a medium saucepan, combine all ingredients.', 'Bring mixture to a boil, reduce heat to simmer.', 'Cook uncovered, stirring frequently, for 1 hour 15 minutes.']","[{'fat': 0.64, 'nrg': 544.0, 'pro': 5.76, 'sat': 0.064, 'sod': 4928.0, 'sug': 115.84}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 576.0, 'pro': 0.0, 'sat': 0.0, 'sod': 192.0, 'sug': 11.52}, {'fat': 0.0, 'nrg': 165.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15.0, 'sug': 43.650000000000006}, {'fat': 0.0, 'nrg': 240.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 62.85000000000001}, {'fat': 2.5200000000000005, 'nrg': 216.0, 'pro': 8.64, 'sat': 1.1520000000000001, 'sod': 0.0, 'sug': 0.36}, {'fat': 0.72, 'nrg': 288.0, 'pro': 9.0, 'sat': 0.18, 'sod': 72.0, 'sug': 5.76}, {'fat': 6.12, 'nrg': 108.0, 'pro': 6.840000000000001, 'sat': 0.396, 'sod': 1980.0, 'sug': 1.8000000000000003}, {'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006125, 'sod': 0.125, 'sug': 0.384375}, {'fat': 0.0, 'nrg': 13.0, 'pro': 0.0, 'sat': 0.0, 'sod': 167.0, 'sug': 1.71}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 52.12657798864695, 'fat': 0.24296183778942398, 'protein': 0.7333032764067248, 'salt': 0.44553594122559637, 'saturates': 0.043527069389138355, 'sugars': 5.90344767068905}","['2', '1', '12', '5', '5', '12', '12', '12', '1', '1']","['cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[544.0, 236.8, 2860.8, 45.0, 63.00000000000001, 82.8, 86.4, 180.0, 15.25, 17.0]"
Cow Plop Cookies,"['sugars, granulated', 'cocoa, dry powder, unsweetened', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'margarine, regular, 80% fat, composite, stick, without salt', 'vanilla extract', 'salt, table', 'peanut butter, smooth style, without salt', 'oats']","['In a saucepan over medium heat, combine the sugar, cocoa, milk and margarine.', 'Bring to a boil, stirring occasionally.', 'Boil for 1 minute, then remove from heat and stir in the vanilla, salt, peanut butter and oats.', 'Drop by rounded spoonfuls onto waxed paper.', 'Allow cookies to cool for at least 1 hour.', 'Store in an airtight container.']","[{'fat': 0.0, 'nrg': 1536.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 402.24000000000007}, {'fat': 153.14, 'nrg': 2548.0, 'pro': 219.18, 'sat': 90.22, 'sod': 234.0, 'sug': 19.5}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}, {'fat': 2200.32, 'nrg': 19584.0, 'pro': 3.84, 'sat': 414.144, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 32.28, 'nrg': 1821.0, 'pro': 79.05000000000001, 'sat': 5.697, 'sod': 9.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 420.33831091404636, 'fat': 37.24211800136386, 'protein': 10.104966202788642, 'salt': 0.05018761635071907, 'saturates': 7.889657093638328, 'sugars': 8.36842728976499}","['2', '13', '12', '12', '1', '1', '12', '3']","['cup', 'cup', 'cup', 'cup', 'teaspoon', 'pinch', 'cup', 'cup']","[403.20000000000005, 1118.0, 2928.0, 2726.3999999999996, 4.2, 0.37439999999999996, 3072.0, 468.0]"
Very Berry Cranberry Sauce,"['cranberries, dried, sweetened', 'water, bottled, generic', 'sugars, granulated', 'pumpkin, raw', 'spices, cinnamon, ground', 'blueberries, raw', 'raspberries, raw']","['Rinse and drain cranberries.', 'Place in a heavy medium saucepan with water and sugar.', 'Bring to a boil, and when you hear a cranberry or two pop, reduce heat to low.', 'Stir and simmer for 10 minutes.', 'Use a wooden spoon to press some of the cranberries against the pan to mash them slightly.', 'Add the pumpkin pie spice and cinnamon.', 'Mix well and remove from heat.', 'Mix in the blueberries and raspberries, breaking them up a bit with the spoon, if desired.', 'Transfer sauce to a bowl, allow to cool slightly, then cover and refrigerate until well chilled.', 'The sauce will thicken as it cools.', 'Best if made at least a day or two before serving.']","[{'fat': 3.7081145999999996, 'nrg': 1047.7975199999998, 'pro': 0.5783298, 'sat': 0.2993707199999999, 'sod': 17.0097, 'sug': 246.84476639999997}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0006249999999999999, 'nrg': 0.15625, 'pro': 0.006041666666666666, 'sat': 0.00031249999999999995, 'sod': 0.005208333333333333, 'sug': 0.016666666666666666}, {'fat': 0.007499999999999999, 'nrg': 1.5, 'pro': 0.025, 'sat': 0.00225, 'sod': 0.0, 'sug': 0.014999999999999998}, {'fat': 0.49, 'nrg': 84.0, 'pro': 1.1, 'sat': 0.041, 'sod': 1.0, 'sug': 14.74}, {'fat': 0.4, 'nrg': 32.0, 'pro': 0.74, 'sat': 0.0115, 'sod': 0.5, 'sug': 2.72}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 195.4270331863286, 'fat': 0.46558327545291184, 'protein': 0.24757426649095055, 'salt': 0.006700095382666938, 'saturates': 0.035824923110148774, 'sugars': 47.04677774204532}","['12', '1', '1', '1/4', '1/4', '1', '1/2']","['ounce', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup']","[340.19399999999996, 236.8, 201.60000000000002, 0.6041666666666666, 0.65, 148.0, 61.5]"
Toffeed Nuts,"['sugars, powdered', 'water, bottled, generic', 'butter, without salt', 'nuts, walnuts, english']","['Combine the sugar and water in a large saucepan over medium heat and stir until the sugar dissolves.', 'Bring to the boil, reduce the heat to low and simmer for 2025 minutes until golden.', 'Meanwhile, line a large baking tray with baking paper.', 'Put the nuts on the tray and cover with another layer of baking paper.', 'Crush the nuts with a rolling pin and set aside.', 'Remove the sugar and water from the heat and carefully add the butter and crushed nuts and quickly pour onto the baking paper-lined tray.', 'Spread the mixture evenly across the tray and set aside to cool.', 'Break into pieces and serve.', 'Store in the pantry in an airtight container for up to 10 days.']","[{'fat': 0.0, 'nrg': 2236.75, 'pro': 0.0, 'sat': 0.0, 'sod': 11.5, 'sug': 562.4075}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.2, 'sug': 0.0}, {'fat': 40.555, 'nrg': 358.5, 'pro': 0.42500000000000004, 'sat': 25.2445, 'sod': 5.5, 'sug': 0.03}, {'fat': 505.37749999999994, 'nrg': 5068.5, 'pro': 118.0325, 'sat': 47.4765, 'sod': 15.5, 'sug': 20.2275}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 502.7651674189146, 'fat': 35.814822347013745, 'protein': 7.771170095518, 'salt': 0.006019077359084706, 'saturates': 4.770717434659389, 'sugars': 38.22458538889472}","['575', '125', '50', '775']","['g', 'ml', 'g', 'g']","[575.0, 124.32000000000001, 50.0, 775.0]"
No Cook Peanut Butter Fudge,"['sugars, granulated', 'peanut butter, smooth style, without salt', 'cocoa, dry powder, unsweetened', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'vanilla extract']","['put all ingredients in mixing bowl and blend til smooth.', '.', '.', 'line a 9x13 cake pan with wax or parchment paper and overlap both sides of the pan by 4-5 inches.', 'spread mixture into pan.', 'fold the extra width of paper over the fudge.', 'press and flatten the fudge down to desired thickness - about 1/2 to 3/4 inch thick.', 'refrigerate at least 2 hours before serving.']","[{'fat': 0.0, 'nrg': 1755.40104, 'pro': 0.0, 'sat': 0.0, 'sod': 4.53592, 'sug': 452.684816}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 141.35999999999999, 'nrg': 2352.0, 'pro': 202.32, 'sat': 83.28, 'sod': 216.0, 'sug': 18.0}, {'fat': 0.88875, 'nrg': 38.25, 'pro': 3.0825000000000005, 'sat': 0.579375, 'sod': 40.125, 'sug': 4.75875}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 483.2139494818241, 'fat': 36.94024058441754, 'protein': 19.065250138915967, 'salt': 0.03975642470239348, 'saturates': 8.610715273370301, 'sugars': 17.156520419144034}","['1', '12', '12', '6', '2']","['pound', 'cup', 'cup', 'tablespoon', 'teaspoon']","[453.592, 3072.0, 1032.0, 91.5, 8.4]"
Aunt Baby's Iceberg Health Salad With Roasted Butternut,"['squash, winter, butternut, raw', 'lettuce, cos or romaine, raw', 'pickles, cucumber, sour', 'cheese, feta', 'plums, raw', 'onions, spring or scallions (includes tops and bulb), raw', 'nuts, walnuts, english', 'oil, olive, salad or cooking', 'sugars, brown', 'vinegar, cider', 'mustard, prepared, yellow', 'salt, table']","['Roast the butternut fingers: Set oven at 350 deg F/180 deg Celsius.', 'Mix the olive oil, sugar, vinegar, mustard and salt with a whisk, until it emulsifies, in other words, it forms a thickened mixture.', ""It's best to whisk until at least some of the sugar melts."", 'Use a nonstick oven tin, or spray with nonstick spray.', 'Place butternut fingers in one layer on tin, then with a small spoon dribble the mixture over them and shake, or lift over and over with a spatula so all these fries are covered in some of the dressing.', 'Roast 20 - 25 minutes, until some of the fingers just begin to turn brown or dark at the edges: do not burn.', '(Do ahead, cool, cover and keep in fridge).', 'Prepare the rest of the veggies.', 'Wash the little tomatoes, pat dry the feta cheese, wash and slice the green onions and slice and chop the cucumber.', 'I also like to heat the nuts in a pan to crisp them, but watch out, they burn easily.', 'Slice the iceberg, then add the rest of the ingredients as you like.', ""Don't toss the salad because you don't want to break up the roasted butternut fingers."", 'Use roomy dessert bowls for this salad, and let everyone drizzle vinaigrette over the salad, to taste.', 'Have a pepper mill ready for those who want pepper.']","[{'fat': 5.443103999999999, 'nrg': 2449.3968, 'pro': 54.431039999999996, 'sat': 1.1430518399999998, 'sod': 217.72415999999998, 'sug': 119.748288}, {'fat': 0.42000000000000004, 'nrg': 24.0, 'pro': 1.7399999999999998, 'sat': 0.05399999999999999, 'sod': 12.0, 'sug': 1.6800000000000002}, {'fat': 0.283495, 'nrg': 15.592225000000001, 'pro': 0.46776675, 'sat': 0.07370869999999999, 'sod': 1712.3098, 'sug': 1.5025235000000001}, {'fat': 12.065547200000001, 'nrg': 149.68536, 'pro': 8.0569279, 'sat': 8.474232540000001, 'sod': 519.9298299999999, 'sug': 2.3189891}, {'fat': 0.46, 'nrg': 76.0, 'pro': 1.15, 'sat': 0.028, 'sod': 0.0, 'sug': 16.37}, {'fat': 0.1077281, 'nrg': 18.14368, 'pro': 1.0375917, 'sat': 0.018143680000000002, 'sod': 9.07184, 'sug': 1.3210867}, {'fat': 915.5999999999999, 'nrg': 9180.0, 'pro': 213.84, 'sat': 86.00399999999999, 'sod': 24.0, 'sug': 36.599999999999994}, {'fat': 2808.0, 'nrg': 24752.0, 'pro': 0.0, 'sat': 387.71200000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 66.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 17.46}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.12}, {'fat': 0.34, 'nrg': 6.0, 'pro': 0.37999999999999995, 'sat': 0.022, 'sod': 110.0, 'sug': 0.1}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 357.4186881590406, 'fat': 36.40760556940899, 'protein': 2.7344549882760782, 'salt': 0.12008783688249752, 'saturates': 4.70356817600927, 'sugars': 1.9184818837691402}","['12', '3', '5', '2', '1', '2', '12', '13', '2', '2', '2', '1']","['pound', 'cup', 'ounce', 'ounce', 'cup', 'ounce', 'cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[5443.103999999999, 141.0, 141.7475, 56.699, 165.0, 56.699, 1404.0, 2808.0, 18.0, 29.8, 10.0, 6.0]"
One-Pan Potatoes and Chicken Dijon,"['potatoes, raw, skin', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'oil, olive, salad or cooking', 'sauce, barbecue', 'spices, tarragon, dried']","['Place potatoes in shallow 1 1/2- to 2-quart microwave-safe dish.', 'Cover with plastic wrap, venting one corner.', 'Microwave on HIGH 8 to 10 minutes until just tender.', 'While potatoes cook, in large nonstick skillet over high heat, toss and brown chicken in oil 5 minutes.', 'Add potatoes; toss until potatoes are lightly browned.', 'Add barbecue sauce and tarragon; toss until heated through.']","[{'fat': 51.255896, 'nrg': 29728.41968, 'pro': 1317.2765272, 'sat': 13.32653296, 'sod': 5125.5896, 'sug': 0.0}, {'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.44, 'nrg': 116.0, 'pro': 0.56, 'sat': 0.032, 'sod': 700.0, 'sug': 22.6}, {'fat': 0.04, 'nrg': 2.0, 'pro': 0.14, 'sat': 0.011, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 59.12301525286474, 'fat': 0.17492491548320507, 'protein': 2.741110539567079, 'salt': 0.02909803955935757, 'saturates': 0.03793306155565261, 'sugars': 0.04362505860428227}","['113', '1', '2', '1/4', '1']","['pound', 'pound', 'tablespoon', 'cup', 'teaspoon']","[51255.896, 453.592, 27.0, 68.0, 0.6]"
Honey Mustard Dressing or Sauce,"['salad dressing, mayonnaise, regular', 'honey', 'mustard, prepared, yellow', 'vinegar, distilled']",['Mix all ingredients thoroughly and refrigerate.'],"[{'fat': 5619.52, 'nrg': 51136.0, 'pro': 70.72, 'sat': 878.56, 'sod': 47872.0, 'sug': 43.52}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}, {'fat': 1.0200000000000002, 'nrg': 18.0, 'pro': 1.1400000000000001, 'sat': 0.066, 'sod': 330.0, 'sug': 0.30000000000000004}, {'fat': 0.0, 'nrg': 36.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.12}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 660.4910301832525, 'fat': 72.24750749158453, 'protein': 0.9261606934837272, 'salt': 1.5490789167128611, 'saturates': 11.294028423834886, 'sugars': 1.235778040217557}","['34', '3', '2', '12']","['cup', 'tablespoon', 'tablespoon', 'tablespoon']","[7507.200000000001, 63.5625, 30.0, 178.8]"
Chocolate Luster Glaze,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'sugars, powdered', 'cocoa, dry powder, unsweetened', 'syrups, corn, light', 'vanilla extract']","['In a small microwave safe bowl.microwave the chocolate on 50% power for 1 minute.', 'Stir well.', 'If necessary, continue microwaving on 50% power, stirring at 30 second intervals.', 'Stop microwaving before the chocolate completely melts and let the residual heat finish the job.', '(Alternatively, melt the chocolate in a double boiler over simmering water, stirring frequently.', 'Immediately remove from the heat.', 'Sift the powdered sugar, and cocoa powder together into a medium bowl.', 'Combine the corn syrup and 1/3 cup water in a small saucepan.', 'Heat to just boiling, stir well.', 'Stir the syrup mixture into the powdered sugar mixture just until well blended and completely smooth.', 'Stir in the melted chocolate and vanilla until completely smooth.', 'Thin the glaze to a spreadable consistency with hot water, a few drops at a time until completely smooth.', 'Set the glaze in a large bowl half full of hot tap water to help keep glaze warm while you work.', 'Reheat it to warm in a saucepan or in a microwave over if it cools completely) If the glaze thickens upon standing, stir in a few more drops of hot water until thoroughly blended; be sure to blend in thoroughly, so the glaze maintains its luster.', 'Using a table knife, spreader or small palette knife, cover the top of each cookie witha smaooth even layer of glaze.', 'Let the cookies stand on wire racks until the glaze completely sets, at least 1 1/2 hours and preferably several hours.', 'Store in a single layer or layered with wax paper in an airtight container.', 'MAKES ENOUGH GLAZE TO DIP 25 5"" COOKIES OR 50 MEDIUM COOKIES.3"".']","[{'fat': 7.56081165, 'nrg': 132.392165, 'pro': 1.8909116499999998, 'sat': 4.725861650000001, 'sod': 0.0, 'sug': 15.118788349999999}, {'fat': 0.0, 'nrg': 1517.75, 'pro': 0.0, 'sat': 0.0, 'sod': 6.5, 'sug': 381.4525}, {'fat': 1.840625, 'nrg': 30.625, 'pro': 2.634375, 'sat': 1.084375, 'sod': 2.8125, 'sug': 0.234375}, {'fat': 0.028333333333333335, 'nrg': 40.20833333333333, 'pro': 0.0, 'sat': 0.0, 'sod': 8.791666666666666, 'sug': 10.907916666666667}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 384.9385744410204, 'fat': 2.0945952312551737, 'protein': 1.0051829317052006, 'salt': 0.010053506403886905, 'saturates': 1.2906034824883421, 'sugars': 90.6814331001506}","['1', '3 1/4', '2 1/2', '2', '1']","['ounce', 'cup', 'tablespoon', 'teaspoon', 'teaspoon']","[28.3495, 390.0, 13.4375, 14.208333333333332, 4.2]"
